,student_id,address,gender,second_perc,high_perc,high_spec,degree_perc,degree_type,work_experience,experience_years,employability_perc,mba_spec,mba_perc,salary,placed,start_date,end_date,duration
139,17403,"906 Castillo Lake Apt. 509
Port Karenberg, NY 92735",M,77.0,70.0,Commerce,59.0,Comm&Mgmt,True,1,58.0,Mkt&Fin,54.43,22000.0,True,2020-01-22,2020-08-01,6.0
140,17404,"793 Christopher Branch
Ronaldville, MD 38677",M,65.0,64.8,Commerce,69.5,Comm&Mgmt,True,1,56.0,Mkt&Fin,56.94,26500.0,True,2020-01-25,2020-07-20,6.0
141,17405,"16569 Koch Throughway
Port Christopher, NM 46073",M,66.0,64.0,Science,60.0,Comm&Mgmt,False,0,60.0,Mkt&HR,61.9,,False,,,
142,17406,"9596 Ross Rue
Millerfurt, MS 36652",M,85.0,60.0,Science,73.43,Sci&Tech,True,1,60.0,Mkt&Fin,61.29,26000.0,True,2020-07-25,2020-11-02,3.0
143,17407,"1707 James Crescent
Coopertown, MI 29358",M,77.67,64.89,Commerce,70.67,Comm&Mgmt,False,0,89.0,Mkt&Fin,60.39,30000.0,True,2020-01-20,2020-04-07,3.0
144,17408,"84670 Nicholas Mall
West William, MD 16359",M,52.0,50.0,Arts,61.0,Comm&Mgmt,False,0,60.0,Mkt&Fin,58.52,,False,,,
145,17409,"305 Andersen Spur Suite 320
Lake Christopher, NM 97451",M,89.4,65.66,Science,71.25,Sci&Tech,False,0,72.0,Mkt&HR,63.23,40000.0,True,2020-07-25,2020-10-14,3.0
146,17410,"3252 Swanson Freeway
Lake Kevin, SD 88606",M,62.0,63.0,Science,66.0,Comm&Mgmt,False,0,85.0,Mkt&HR,55.14,23300.0,True,2020-01-28,2020-07-29,6.0
147,17411,"835 Patel Trace Apt. 213
Woodtown, NY 30903",M,70.0,74.0,Commerce,65.0,Comm&Mgmt,False,0,83.0,Mkt&Fin,62.28,30000.0,True,2020-01-12,2020-04-18,3.0
148,17412,"65737 Meyer Junction Suite 154
West Steven, NE 20978",F,77.0,86.0,Arts,56.0,Others,False,0,57.0,Mkt&Fin,64.08,24000.0,True,2020-01-15,2021-01-07,12.0
149,17413,"Unit 8706 Box 8587
DPO AP 31555",M,44.0,58.0,Arts,55.0,Comm&Mgmt,True,1,64.25,Mkt&HR,58.54,,False,,,
150,17414,"530 Katrina Wall Suite 443
Jimmouth, WV 05020",M,71.0,58.66,Science,58.0,Sci&Tech,True,2,56.0,Mkt&Fin,61.3,69000.0,True,2020-07-14,2020-10-25,3.0
151,17415,"7488 Grant Vista
Port David, CA 40814",M,65.0,65.0,Commerce,75.0,Comm&Mgmt,False,0,83.0,Mkt&Fin,58.87,27000.0,True,2020-01-09,2020-04-16,3.0
152,17416,"69071 Andrew Center Suite 067
Davisborough, MA 12712",F,75.4,60.5,Science,84.0,Sci&Tech,False,0,98.0,Mkt&Fin,65.25,24000.0,True,2020-01-08,2020-07-18,6.0
153,17417,"6536 Lang Mews Suite 082
Port Angela, KY 90554",M,49.0,59.0,Science,65.0,Sci&Tech,True,2,86.0,Mkt&Fin,62.48,34000.0,True,2020-01-19,2021-01-20,12.0
154,17418,"59305 Zachary Crossroad Apt. 454
Ronniechester, TN 04405",M,53.0,63.0,Science,60.0,Comm&Mgmt,True,1,70.0,Mkt&Fin,53.2,25000.0,True,2020-01-07,2020-06-30,6.0
155,17419,"PSC 2246, Box 1611
APO AE 85767",M,51.57,74.66,Commerce,59.9,Comm&Mgmt,True,1,56.15,Mkt&HR,65.99,,False,,,
156,17420,"534 Carla Manors
Debraberg, AZ 49567",M,84.2,69.4,Science,65.0,Sci&Tech,True,1,80.0,Mkt&HR,52.72,25500.0,True,2020-01-08,2020-04-10,3.0
157,17421,"653 Mark Forge Suite 804
Billyview, KS 58544",M,66.5,62.5,Commerce,60.9,Comm&Mgmt,False,0,93.4,Mkt&Fin,55.03,30000.0,True,2020-01-16,2021-01-23,12.0
158,17422,"3534 Martinez Parks Suite 682
Lake Anthony, NJ 52157",M,67.0,63.0,Science,64.0,Sci&Tech,False,0,60.0,Mkt&Fin,61.87,,False,,,
159,17423,"723 Briana Cape Apt. 654
Riverabury, TX 31112",M,52.0,49.0,Commerce,58.0,Comm&Mgmt,False,0,62.0,Mkt&HR,60.59,,False,,,
160,17424,"895 Erin Valleys
East Francisco, UT 42453",M,87.0,74.0,Science,65.0,Sci&Tech,True,1,75.0,Mkt&HR,72.29,30000.0,True,2020-07-28,2020-11-04,3.0
161,17425,"3950 Weber Lights
South Richardstad, TX 90801",M,55.6,51.0,Commerce,57.5,Comm&Mgmt,False,0,57.63,Mkt&HR,62.72,,False,,,
162,17426,"USCGC Edwards
FPO AP 27180",M,74.2,87.6,Commerce,77.25,Comm&Mgmt,True,1,75.2,Mkt&Fin,66.06,28500.0,True,2020-01-16,2020-04-19,3.0
163,17427,"49460 Jeremy Unions Suite 915
Lake Coryborough, AZ 07147",M,63.0,67.0,Science,64.0,Sci&Tech,False,0,75.0,Mkt&Fin,66.46,50000.0,True,2020-01-07,2020-07-13,6.0
164,17428,"92152 Walker Place Suite 289
Micheleview, NH 52093",F,67.16,72.5,Commerce,63.35,Comm&Mgmt,False,0,53.04,Mkt&Fin,65.52,25000.0,True,2020-01-29,2020-08-05,6.0
165,17429,"1729 Thomas Islands Apt. 583
Sanchezview, ND 60442",F,63.3,78.33,Commerce,74.0,Comm&Mgmt,False,0,80.0,Mkt&Fin,74.56,,False,,,
166,17430,"9976 James Crest Apt. 125
Stevenhaven, GA 30830",M,62.0,62.0,Commerce,60.0,Comm&Mgmt,True,1,63.0,Mkt&HR,52.38,24000.0,True,2020-07-23,2020-11-01,3.0
167,17431,"82602 Wilcox Curve
New Angela, OR 84462",M,67.9,62.0,Science,67.0,Sci&Tech,True,1,58.1,Mkt&Fin,75.71,,False,,,
168,17432,"8398 Seth Vista Apt. 266
South Lauraberg, VA 02958",F,48.0,51.0,Commerce,58.0,Comm&Mgmt,True,1,60.0,Mkt&HR,58.79,,False,,,
169,17433,"0845 Jeremy Land Apt. 585
Avilaport, AK 23097",M,59.96,42.16,Science,61.26,Sci&Tech,False,0,54.48,Mkt&HR,65.48,,False,,,
170,17434,"162 Schmidt Harbor Apt. 653
New Paula, MI 52655",F,63.4,67.2,Commerce,60.0,Comm&Mgmt,False,0,58.06,Mkt&HR,69.28,,False,,,
171,17435,"33435 Vazquez Via
South Kristinaberg, FL 98070",M,80.0,80.0,Commerce,72.0,Comm&Mgmt,True,1,63.79,Mkt&Fin,66.04,29000.0,True,2020-01-20,2020-07-12,6.0
172,17436,"3953 Kristina Place Suite 635
New Juanville, CA 64430",M,73.0,58.0,Commerce,56.0,Comm&Mgmt,False,0,84.0,Mkt&HR,52.64,30000.0,True,2020-07-16,2020-10-15,3.0
173,17437,"90563 Charles Road
South Melinda, MA 00878",F,52.0,52.0,Science,55.0,Sci&Tech,False,0,67.0,Mkt&HR,59.32,,False,,,
174,17438,"0530 James Trafficway Apt. 877
Davidshire, DE 90381",M,73.24,50.83,Science,64.27,Sci&Tech,True,1,64.0,Mkt&Fin,66.23,50000.0,True,2020-01-23,2020-07-07,6.0
175,17439,"Unit 3091 Box 7338
DPO AP 23696",M,63.0,62.0,Science,65.0,Sci&Tech,False,0,87.5,Mkt&HR,60.69,,False,,,
176,17440,"0917 Shawn Grove Suite 337
Whiteville, KS 92476",F,59.0,60.0,Commerce,56.0,Comm&Mgmt,False,0,55.0,Mkt&HR,57.9,22000.0,True,2020-01-20,2020-07-23,6.0
177,17441,"4868 Thompson Fall
Jamieview, VT 18347",F,73.0,97.0,Commerce,79.0,Comm&Mgmt,True,1,89.0,Mkt&Fin,70.81,65000.0,True,2020-01-06,2020-12-19,12.0
178,17442,"73000 Wood Underpass
Port Donald, UT 60180",M,68.0,56.0,Science,68.0,Sci&Tech,False,0,73.0,Mkt&HR,68.07,35000.0,True,2020-01-22,2020-05-03,3.0
179,17443,"038 Jennifer Estate Suite 567
Williamsfurt, SD 90027",F,77.8,64.0,Science,64.2,Sci&Tech,False,0,75.5,Mkt&HR,72.14,,False,,,
180,17444,"4785 Cindy Trail
East Robertfurt, CT 03122",M,65.0,71.5,Commerce,62.8,Comm&Mgmt,True,1,57.0,Mkt&Fin,56.6,26500.0,True,2020-01-21,2021-01-09,12.0
181,17445,"2602 Danielle Viaduct Suite 897
Lake Tammyborough, OH 99609",M,62.0,60.33,Science,64.21,Sci&Tech,False,0,63.0,Mkt&HR,60.02,,False,,,
182,17446,"003 Donna Trace Apt. 736
North Johnburgh, NH 17161",M,52.0,65.0,Arts,57.0,Others,True,1,75.0,Mkt&Fin,59.81,,False,,,
183,17447,"6181 Adams Expressway Apt. 521
Kyleton, WV 90349",M,65.0,77.0,Commerce,69.0,Comm&Mgmt,False,0,60.0,Mkt&HR,61.82,27600.0,True,2020-07-10,2020-10-15,3.0
184,17448,"99183 Mayer Groves
Greenfort, WV 62115",F,56.28,62.83,Commerce,59.79,Comm&Mgmt,False,0,60.0,Mkt&HR,57.29,,False,,,
185,17449,"2313 Bryce Court Apt. 997
Jonesfurt, OK 62601",F,88.0,72.0,Science,78.0,Others,False,0,82.0,Mkt&HR,71.43,25200.0,True,2020-01-27,2020-04-13,3.0
186,17450,"427 Smith Knolls Apt. 645
Lake Kathrynville, DE 23645",F,52.0,64.0,Commerce,61.0,Comm&Mgmt,False,0,55.0,Mkt&Fin,62.93,,False,,,
187,17451,"209 Montgomery Forest
Spencechester, OK 17599",M,78.5,65.5,Science,67.0,Sci&Tech,True,1,95.0,Mkt&Fin,64.86,28000.0,True,2020-01-19,2020-04-27,3.0
188,17452,"57590 Carmen Ports Apt. 500
North Tamara, GA 00511",M,61.8,47.0,Commerce,54.38,Comm&Mgmt,False,0,57.0,Mkt&Fin,56.13,,False,,,
189,17453,"90070 Gregory Center
Lynchport, MA 04844",F,54.0,77.6,Commerce,69.2,Comm&Mgmt,False,0,95.65,Mkt&Fin,66.94,,False,,,
190,17454,"9139 Johnson Corners Suite 322
Brianborough, SC 87287",F,64.0,70.2,Commerce,61.0,Comm&Mgmt,False,0,50.0,Mkt&Fin,62.5,,False,,,
191,17455,"106 Olson Brooks Suite 719
Port Williamport, ND 11337",M,67.0,61.0,Science,72.0,Comm&Mgmt,False,0,72.0,Mkt&Fin,61.01,26400.0,True,2020-07-05,2020-09-18,3.0
192,17456,"31846 Alexa Manor Suite 441
Mckinneyville, OH 63792",M,65.2,61.4,Commerce,64.8,Comm&Mgmt,True,2,93.4,Mkt&Fin,57.34,27000.0,True,2020-01-13,2021-01-17,12.0
193,17457,"13930 Todd Meadow Suite 105
Thompsonton, AZ 68692",F,60.0,63.0,Arts,56.0,Others,True,1,80.0,Mkt&HR,56.63,30000.0,True,2020-01-07,2020-04-01,3.0
194,17458,"2823 Lynn Landing
North Paul, KY 64670",M,52.0,55.0,Commerce,56.3,Comm&Mgmt,False,0,59.0,Mkt&Fin,64.74,,False,,,
195,17459,"5363 Dennis Avenue
Masonstad, WI 06366",M,66.0,76.0,Commerce,72.0,Comm&Mgmt,True,1,84.0,Mkt&HR,58.95,27500.0,True,2020-07-17,2020-10-21,3.0
196,17460,"82590 Morton Locks
South Carmenhaven, DE 39534",M,72.0,63.0,Science,77.5,Sci&Tech,True,1,78.0,Mkt&Fin,54.48,25000.0,True,2020-01-02,2021-01-04,12.0
197,17461,"672 Meyer Burgs
North Maryshire, MA 68151",F,83.96,53.0,Science,91.0,Sci&Tech,False,0,59.32,Mkt&HR,69.71,26000.0,True,2020-01-10,2020-12-21,12.0
198,17462,"557 Stephanie Knolls Apt. 110
Lake Rachel, MN 50983",F,67.0,70.0,Commerce,65.0,Others,False,0,88.0,Mkt&HR,71.96,,False,,,
199,17463,"USCGC Stanley
FPO AP 68120",M,69.0,65.0,Commerce,57.0,Comm&Mgmt,False,0,73.0,Mkt&HR,55.8,26500.0,True,2020-01-24,2020-07-31,6.0
200,17464,"0226 Deleon Avenue
South Ryanfort, AK 13219",M,69.0,60.0,Commerce,65.0,Comm&Mgmt,False,0,87.55,Mkt&Fin,52.81,30000.0,True,2020-07-11,2020-10-13,3.0
201,17465,"799 Lisa Manors
Johnsonmouth, RI 42180",M,54.2,63.0,Science,58.0,Comm&Mgmt,False,0,79.0,Mkt&HR,58.44,,False,,,
202,17466,"81109 Betty Ways
New Douglas, NV 76082",M,70.0,63.0,Science,66.0,Sci&Tech,False,0,61.28,Mkt&HR,60.11,24000.0,True,2020-07-15,2020-10-25,3.0
203,17467,"083 Robinson Points Suite 667
Lake Stephaniemouth, VA 12367",M,55.68,61.33,Commerce,56.87,Comm&Mgmt,False,0,66.0,Mkt&HR,58.3,26000.0,True,2020-01-18,2020-07-17,6.0
204,17468,"253 Karen Fort
New Rachel, ND 46975",F,74.0,73.0,Commerce,73.0,Comm&Mgmt,True,1,80.0,Mkt&Fin,67.69,21000.0,True,2020-01-26,2021-01-09,12.0
205,17469,"275 Aaron Neck
East Stacy, DC 62038",M,61.0,62.0,Commerce,65.0,Comm&Mgmt,False,0,62.0,Mkt&Fin,56.81,25000.0,True,2020-07-07,2020-10-01,3.0
206,17470,"418 Simmons Crescent
Lake Shawnview, SD 98853",M,41.0,42.0,Science,60.0,Comm&Mgmt,False,0,97.0,Mkt&Fin,53.39,,False,,,
207,17471,"935 Heath Plains
Robertsview, OK 10243",M,83.33,78.0,Commerce,61.0,Comm&Mgmt,True,1,88.56,Mkt&Fin,71.55,30000.0,True,2020-01-16,2021-01-09,12.0
208,17472,"15855 Gregory Spur Suite 939
Lake Glennville, OH 95925",F,43.0,60.0,Science,65.0,Comm&Mgmt,False,0,92.66,Mkt&HR,62.92,,False,,,
209,17473,"894 Montes Groves Suite 558
South Natalie, CT 61082",M,62.0,72.0,Commerce,65.0,Comm&Mgmt,False,0,67.0,Mkt&Fin,56.49,21600.0,True,2020-01-01,2020-07-06,6.0
210,17474,"9923 Colon Camp
New Amy, NH 42340",M,80.6,82.0,Commerce,77.6,Comm&Mgmt,False,0,91.0,Mkt&Fin,74.49,40000.0,True,2020-07-27,2020-10-20,3.0
211,17475,"Unit 9984 Box 1462
DPO AA 02334",M,58.0,60.0,Science,72.0,Sci&Tech,False,0,74.0,Mkt&Fin,53.62,27500.0,True,2020-01-23,2020-08-04,6.0
212,17476,"8763 Mitchell Circle Apt. 899
Port Jacquelineport, SC 71394",M,67.0,67.0,Commerce,73.0,Comm&Mgmt,True,1,59.0,Mkt&Fin,69.72,29500.0,True,2020-01-25,2020-08-05,6.0
213,17477,"252 Allen Ranch
South Joshua, AK 02142",F,74.0,66.0,Commerce,58.0,Comm&Mgmt,False,0,70.0,Mkt&HR,60.23,20400.0,True,2020-01-19,2020-04-20,3.0
214,17478,"8303 Zachary Wells Apt. 628
East Melissatown, AZ 24181",M,62.0,58.0,Science,53.0,Comm&Mgmt,False,0,89.0,Mkt&HR,60.22,,False,,,
